GEOID,Aggravated Assault,Aircraft,Arson,Assembly or Gathering Violations,Auto Theft,Auto Theft Recovery,Ballistics,Biological Threat,Bomb Hoax,Burglary - No Property Taken,Commercial Burglary,Confidence Games,Counterfeiting,Criminal Harassment,Disorderly Conduct,Drug Violation,Embezzlement,Evading Fare,Explosives,Fire Related Reports,Firearm Discovery,Firearm Violations,Fraud,Gambling,HOME INVASION,HUMAN TRAFFICKING,HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,Harassment,Harbor Related Incidents,Homicide,INVESTIGATE PERSON,Investigate Person,Investigate Property,Landlord/Tenant Disputes,Larceny,Larceny From Motor Vehicle,License Plate Related Incidents,License Violation,Liquor Violation,Manslaughter,Medical Assistance,Miscellaneous Offenses,Missing Person Located,Missing Person Reported,Motor Vehicle Accident Response,Offenses Against Child / Family,Operating Under the Influence,Other,Other Burglary,Phone Call Complaints,Police Service Incidents,Prisoner Related Incidents,Property Found,Property Lost,Property Related Damage,Prostitution,Recovered Stolen Property,Residential Burglary,Restraining Order Violations,Robbery,Search Warrants,Service,Simple Assault,Towed,Vandalism,Verbal Disputes,Violations,Warrant Arrests,TOTAL
25025010500,39.0,0.0,0.0,2.0,34.0,4.0,1.0,0.0,4.0,0.0,7.0,36.0,9.0,0.0,16.0,46.0,5.0,6.0,0.0,7.0,2.0,2.0,60.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,110.0,75.0,2.0,364.0,200.0,1.0,9.0,0.0,0.0,162.0,250.0,3.0,4.0,244.0,0.0,3.0,94.0,9.0,1.0,24.0,0.0,35.0,136.0,11.0,11.0,16.0,53.0,2.0,26.0,1.0,0.0,113.0,91.0,110.0,25.0,27.0,53.0,2558
25025010600,93.0,0.0,2.0,7.0,56.0,10.0,5.0,0.0,3.0,0.0,28.0,145.0,42.0,1.0,31.0,68.0,18.0,13.0,0.0,10.0,3.0,14.0,117.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,247.0,155.0,0.0,2355.0,153.0,0.0,56.0,9.0,0.0,284.0,611.0,16.0,7.0,288.0,2.0,6.0,200.0,14.0,3.0,30.0,6.0,84.0,350.0,10.0,5.0,55.0,40.0,11.0,60.0,4.0,2.0,284.0,129.0,107.0,41.0,18.0,158.0,6509
25025010701,21.0,0.0,1.0,5.0,34.0,1.0,1.0,0.0,0.0,0.0,43.0,21.0,10.0,2.0,4.0,28.0,12.0,3.0,0.0,10.0,2.0,2.0,59.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,1.0,82.0,46.0,2.0,696.0,132.0,0.0,25.0,4.0,0.0,60.0,251.0,4.0,2.0,133.0,0.0,2.0,69.0,3.0,0.0,11.0,1.0,36.0,61.0,5.0,0.0,18.0,36.0,2.0,20.0,0.0,2.0,64.0,163.0,84.0,14.0,14.0,50.0,2371
25025010702,89.0,0.0,2.0,9.0,48.0,6.0,3.0,0.0,6.0,0.0,59.0,85.0,46.0,1.0,46.0,45.0,13.0,3.0,0.0,11.0,3.0,10.0,88.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,214.0,115.0,0.0,1528.0,138.0,3.0,27.0,36.0,0.0,220.0,387.0,12.0,4.0,240.0,0.0,7.0,219.0,13.0,2.0,33.0,0.0,102.0,216.0,6.0,0.0,30.0,18.0,6.0,61.0,2.0,3.0,248.0,179.0,175.0,24.0,20.0,109.0,5006
25025010801,6.0,0.0,0.0,0.0,22.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,2.0,5.0,4.0,0.0,0.0,0.0,6.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,26.0,36.0,1.0,46.0,77.0,1.0,0.0,0.0,0.0,42.0,63.0,2.0,1.0,105.0,0.0,1.0,28.0,0.0,0.0,4.0,0.0,16.0,18.0,7.0,0.0,10.0,12.0,0.0,6.0,0.0,0.0,16.0,124.0,45.0,13.0,7.0,4.0,804
25025010802,2.0,0.0,0.0,2.0,23.0,1.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,1.0,2.0,15.0,0.0,0.0,1.0,8.0,1.0,0.0,27.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,19.0,36.0,2.0,79.0,98.0,3.0,5.0,0.0,0.0,31.0,88.0,2.0,3.0,60.0,0.0,4.0,19.0,3.0,0.0,2.0,0.0,18.0,27.0,3.0,0.0,5.0,27.0,1.0,6.0,2.0,1.0,8.0,132.0,59.0,4.0,4.0,5.0,864
25025020101,7.0,0.0,1.0,0.0,26.0,4.0,1.0,0.0,0.0,0.0,14.0,14.0,3.0,1.0,2.0,6.0,3.0,0.0,0.0,9.0,0.0,1.0,56.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,66.0,112.0,2.0,147.0,163.0,1.0,6.0,0.0,0.0,72.0,139.0,6.0,4.0,104.0,0.0,1.0,42.0,1.0,0.0,4.0,0.0,27.0,36.0,7.0,0.0,7.0,19.0,12.0,5.0,0.0,1.0,27.0,337.0,80.0,13.0,8.0,9.0,1623
25025020200,8.0,0.0,0.0,1.0,12.0,1.0,0.0,0.0,0.0,0.0,9.0,11.0,4.0,2.0,7.0,3.0,0.0,2.0,0.0,6.0,2.0,1.0,37.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,55.0,39.0,1.0,137.0,74.0,1.0,10.0,1.0,0.0,78.0,126.0,6.0,4.0,105.0,0.0,1.0,25.0,0.0,0.0,2.0,1.0,16.0,23.0,6.0,0.0,0.0,17.0,3.0,6.0,0.0,1.0,16.0,184.0,53.0,6.0,7.0,7.0,1130
25025020301,34.0,0.0,0.0,14.0,12.0,1.0,2.0,0.0,2.0,0.0,2.0,7.0,4.0,1.0,34.0,20.0,0.0,5.0,0.0,9.0,1.0,2.0,36.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,92.0,27.0,0.0,172.0,21.0,2.0,6.0,0.0,0.0,128.0,181.0,12.0,12.0,118.0,0.0,0.0,95.0,2.0,0.0,18.0,5.0,15.0,84.0,1.0,0.0,5.0,6.0,7.0,7.0,0.0,1.0,117.0,7.0,16.0,5.0,13.0,74.0,1451
25025020302,6.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,2.0,0.0,3.0,15.0,0.0,1.0,0.0,4.0,1.0,1.0,28.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,26.0,25.0,1.0,48.0,27.0,0.0,5.0,0.0,0.0,37.0,89.0,0.0,0.0,29.0,1.0,0.0,20.0,0.0,0.0,2.0,0.0,6.0,13.0,2.0,0.0,0.0,11.0,1.0,1.0,1.0,0.0,20.0,88.0,32.0,7.0,3.0,8.0,582
25025020303,101.0,0.0,1.0,3.0,16.0,6.0,2.0,0.0,2.0,0.0,25.0,63.0,14.0,1.0,79.0,80.0,3.0,8.0,0.0,14.0,7.0,4.0,99.0,0.0,0.0,0.0,0.0,36.0,1.0,2.0,0.0,176.0,590.0,6.0,342.0,82.0,2.0,104.0,10.0,0.0,271.0,521.0,40.0,34.0,279.0,1.0,3.0,184.0,7.0,0.0,35.0,12.0,39.0,176.0,3.0,0.0,8.0,12.0,13.0,30.0,5.0,1.0,338.0,45.0,137.0,24.0,24.0,74.0,4195
25025030100,7.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,0.0,5.0,16.0,0.0,2.0,0.0,5.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,28.0,23.0,1.0,47.0,20.0,0.0,4.0,4.0,0.0,57.0,51.0,2.0,1.0,59.0,0.0,0.0,17.0,1.0,0.0,1.0,1.0,4.0,16.0,0.0,0.0,1.0,13.0,5.0,1.0,0.0,0.0,14.0,120.0,23.0,4.0,1.0,3.0,601
25025030200,15.0,0.0,0.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,9.0,10.0,2.0,0.0,8.0,15.0,0.0,0.0,0.0,5.0,0.0,2.0,23.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,54.0,30.0,4.0,71.0,25.0,1.0,20.0,1.0,0.0,53.0,76.0,3.0,3.0,113.0,0.0,2.0,46.0,1.0,0.0,3.0,0.0,9.0,25.0,2.0,0.0,5.0,23.0,5.0,8.0,2.0,0.0,31.0,95.0,36.0,16.0,2.0,16.0,886
25025030300,198.0,0.0,3.0,39.0,64.0,16.0,5.0,2.0,7.0,0.0,72.0,158.0,29.0,4.0,130.0,395.0,17.0,16.0,0.0,26.0,22.0,24.0,250.0,0.0,1.0,0.0,0.0,85.0,6.0,0.0,0.0,393.0,241.0,3.0,1360.0,316.0,2.0,171.0,34.0,0.0,676.0,2356.0,33.0,27.0,536.0,5.0,9.0,375.0,9.0,1.0,116.0,22.0,318.0,740.0,19.0,0.0,25.0,20.0,20.0,130.0,51.0,4.0,599.0,113.0,261.0,40.0,36.0,416.0,11046
25025030400,15.0,0.0,0.0,0.0,12.0,0.0,2.0,0.0,0.0,0.0,9.0,11.0,7.0,0.0,7.0,16.0,1.0,0.0,0.0,14.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,45.0,65.0,1.0,114.0,27.0,2.0,31.0,1.0,0.0,96.0,129.0,0.0,0.0,102.0,0.0,2.0,37.0,3.0,0.0,2.0,0.0,17.0,42.0,2.0,1.0,2.0,15.0,13.0,16.0,0.0,0.0,45.0,176.0,49.0,10.0,0.0,19.0,1191
25025030500,7.0,0.0,0.0,3.0,16.0,4.0,0.0,0.0,1.0,0.0,8.0,15.0,3.0,0.0,6.0,18.0,2.0,0.0,0.0,11.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,12.0,19.0,0.0,0.0,30.0,107.0,2.0,54.0,18.0,2.0,13.0,5.0,0.0,41.0,67.0,1.0,2.0,71.0,0.0,1.0,29.0,2.0,1.0,4.0,0.0,12.0,20.0,2.0,0.0,1.0,7.0,2.0,8.0,1.0,1.0,21.0,89.0,29.0,5.0,1.0,9.0,798
25025040100,14.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,3.0,7.0,2.0,0.0,2.0,17.0,2.0,2.0,0.0,6.0,2.0,1.0,19.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,37.0,23.0,0.0,64.0,54.0,0.0,8.0,1.0,0.0,67.0,102.0,13.0,13.0,124.0,0.0,3.0,22.0,0.0,1.0,0.0,0.0,9.0,24.0,1.0,0.0,2.0,8.0,0.0,7.0,0.0,0.0,19.0,109.0,34.0,11.0,13.0,6.0,883
25025040200,23.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,4.0,0.0,8.0,204.0,0.0,1.0,0.0,7.0,4.0,9.0,22.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,120.0,27.0,0.0,57.0,37.0,1.0,1.0,0.0,0.0,98.0,426.0,12.0,12.0,61.0,6.0,0.0,58.0,2.0,0.0,192.0,1.0,20.0,34.0,0.0,0.0,6.0,17.0,8.0,15.0,16.0,1.0,58.0,22.0,57.0,55.0,11.0,25.0,1775
25025040300,38.0,0.0,0.0,1.0,18.0,5.0,0.0,0.0,2.0,0.0,3.0,17.0,4.0,0.0,7.0,53.0,0.0,2.0,0.0,13.0,0.0,7.0,34.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,104.0,61.0,3.0,124.0,78.0,2.0,1.0,0.0,0.0,106.0,217.0,21.0,15.0,116.0,4.0,1.0,68.0,3.0,0.0,5.0,1.0,9.0,25.0,5.0,0.0,4.0,13.0,6.0,13.0,3.0,0.0,84.0,127.0,91.0,42.0,11.0,26.0,1614
25025040401,16.0,0.0,0.0,0.0,25.0,6.0,2.0,0.0,2.0,0.0,6.0,17.0,3.0,1.0,8.0,46.0,0.0,0.0,0.0,7.0,3.0,2.0,20.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,93.0,32.0,0.0,81.0,57.0,1.0,4.0,0.0,0.0,106.0,150.0,10.0,8.0,179.0,1.0,2.0,59.0,3.0,0.0,2.0,0.0,15.0,35.0,4.0,0.0,5.0,21.0,8.0,29.0,3.0,0.0,64.0,57.0,72.0,29.0,10.0,22.0,1342
25025040600,16.0,0.0,2.0,1.0,27.0,3.0,4.0,0.0,0.0,0.0,3.0,7.0,5.0,0.0,6.0,22.0,3.0,2.0,0.0,10.0,3.0,2.0,29.0,0.0,0.0,0.0,0.0,28.0,0.0,1.0,0.0,58.0,40.0,3.0,71.0,74.0,1.0,2.0,2.0,0.0,87.0,190.0,5.0,2.0,463.0,2.0,4.0,50.0,5.0,0.0,11.0,0.0,9.0,24.0,9.0,0.0,3.0,18.0,5.0,8.0,2.0,4.0,31.0,99.0,86.0,20.0,24.0,11.0,1597
25025040801,43.0,0.0,1.0,5.0,25.0,4.0,6.0,0.0,0.0,0.0,1.0,16.0,4.0,0.0,8.0,49.0,1.0,3.0,1.0,16.0,3.0,8.0,42.0,0.0,0.0,0.0,0.0,31.0,5.0,0.0,0.0,170.0,73.0,2.0,124.0,66.0,0.0,5.0,0.0,0.0,174.0,272.0,21.0,19.0,110.0,6.0,2.0,94.0,1.0,1.0,7.0,1.0,17.0,58.0,7.0,0.0,4.0,16.0,12.0,21.0,4.0,5.0,75.0,30.0,128.0,61.0,17.0,24.0,1899
25025050101,49.0,0.0,0.0,1.0,28.0,17.0,3.0,0.0,1.0,0.0,1.0,7.0,3.0,0.0,16.0,149.0,0.0,3.0,0.0,18.0,3.0,27.0,36.0,0.0,1.0,0.0,0.0,40.0,0.0,2.0,0.0,129.0,49.0,5.0,73.0,90.0,9.0,0.0,0.0,0.0,198.0,269.0,55.0,33.0,176.0,3.0,10.0,120.0,1.0,0.0,24.0,0.0,15.0,22.0,7.0,0.0,3.0,33.0,8.0,29.0,6.0,4.0,92.0,95.0,126.0,92.0,42.0,53.0,2276
25025050200,73.0,0.0,1.0,2.0,25.0,10.0,4.0,0.0,0.0,0.0,4.0,13.0,9.0,1.0,22.0,127.0,2.0,2.0,0.0,11.0,3.0,7.0,32.0,0.0,0.0,0.0,0.0,19.0,2.0,2.0,0.0,156.0,60.0,5.0,331.0,53.0,4.0,19.0,5.0,0.0,247.0,300.0,33.0,23.0,195.0,5.0,11.0,130.0,2.0,0.0,27.0,2.0,20.0,51.0,7.0,0.0,9.0,64.0,11.0,56.0,3.0,2.0,133.0,82.0,121.0,69.0,48.0,58.0,2713
25025050300,31.0,0.0,1.0,2.0,17.0,4.0,3.0,0.0,1.0,0.0,5.0,4.0,3.0,0.0,10.0,83.0,1.0,2.0,1.0,9.0,1.0,10.0,26.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,84.0,36.0,0.0,71.0,23.0,0.0,5.0,3.0,0.0,158.0,194.0,33.0,21.0,74.0,4.0,5.0,76.0,4.0,0.0,12.0,0.0,19.0,25.0,2.0,0.0,5.0,25.0,6.0,15.0,1.0,2.0,73.0,54.0,61.0,64.0,21.0,36.0,1444
25025050400,34.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,3.0,8.0,10.0,0.0,9.0,37.0,1.0,1.0,1.0,7.0,2.0,9.0,21.0,0.0,1.0,0.0,0.0,17.0,0.0,4.0,0.0,46.0,16.0,1.0,60.0,22.0,2.0,5.0,7.0,0.0,106.0,110.0,9.0,8.0,64.0,0.0,2.0,51.0,0.0,0.0,17.0,0.0,11.0,25.0,2.0,0.0,5.0,19.0,7.0,20.0,1.0,2.0,63.0,71.0,42.0,27.0,13.0,29.0,1040
25025050500,9.0,0.0,0.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,24.0,0.0,0.0,0.0,2.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,30.0,10.0,4.0,24.0,20.0,1.0,0.0,0.0,0.0,41.0,64.0,8.0,8.0,19.0,3.0,0.0,27.0,1.0,0.0,3.0,0.0,1.0,7.0,3.0,0.0,0.0,16.0,4.0,4.0,0.0,1.0,17.0,27.0,54.0,19.0,6.0,10.0,500
25025050600,41.0,0.0,0.0,0.0,10.0,5.0,2.0,0.0,0.0,0.0,1.0,11.0,9.0,3.0,11.0,257.0,2.0,4.0,0.0,7.0,7.0,5.0,31.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,143.0,45.0,3.0,73.0,26.0,7.0,28.0,2.0,0.0,178.0,771.0,22.0,11.0,167.0,2.0,5.0,86.0,2.0,0.0,50.0,5.0,70.0,58.0,7.0,0.0,4.0,23.0,16.0,33.0,16.0,1.0,76.0,64.0,128.0,31.0,50.0,68.0,2701
25025050700,43.0,0.0,2.0,5.0,20.0,5.0,3.0,0.0,2.0,0.0,5.0,11.0,1.0,1.0,14.0,77.0,1.0,3.0,0.0,16.0,2.0,3.0,35.0,0.0,0.0,0.0,0.0,26.0,0.0,1.0,0.0,89.0,41.0,9.0,76.0,46.0,9.0,19.0,2.0,0.0,144.0,205.0,15.0,9.0,158.0,6.0,6.0,90.0,2.0,0.0,18.0,1.0,14.0,30.0,2.0,0.0,5.0,51.0,4.0,44.0,1.0,5.0,92.0,123.0,105.0,65.0,36.0,29.0,1827
25025050901,49.0,0.0,0.0,4.0,22.0,9.0,1.0,0.0,0.0,0.0,8.0,5.0,7.0,3.0,16.0,97.0,0.0,0.0,0.0,13.0,6.0,10.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,2.0,0.0,103.0,45.0,9.0,71.0,56.0,5.0,6.0,2.0,0.0,141.0,229.0,23.0,11.0,286.0,0.0,6.0,83.0,2.0,0.0,9.0,0.0,9.0,27.0,8.0,0.0,4.0,32.0,2.0,40.0,0.0,5.0,102.0,75.0,85.0,70.0,55.0,24.0,1927
25025051000,24.0,0.0,1.0,0.0,41.0,22.0,0.0,0.0,0.0,0.0,9.0,6.0,3.0,0.0,7.0,53.0,3.0,4.0,0.0,14.0,2.0,3.0,18.0,0.0,1.0,0.0,0.0,35.0,0.0,1.0,0.0,120.0,38.0,5.0,59.0,56.0,13.0,2.0,0.0,0.0,202.0,223.0,17.0,8.0,301.0,2.0,9.0,87.0,1.0,0.0,9.0,0.0,12.0,12.0,4.0,0.0,3.0,22.0,6.0,12.0,2.0,3.0,60.0,43.0,98.0,81.0,43.0,15.0,1815
25025051101,36.0,0.0,0.0,4.0,26.0,5.0,5.0,0.0,1.0,0.0,13.0,13.0,7.0,0.0,13.0,87.0,4.0,1.0,1.0,14.0,3.0,7.0,37.0,0.0,0.0,0.0,0.0,35.0,1.0,0.0,0.0,129.0,51.0,7.0,78.0,53.0,10.0,5.0,1.0,1.0,207.0,288.0,19.0,12.0,254.0,4.0,5.0,96.0,0.0,0.0,16.0,0.0,13.0,34.0,6.0,0.0,7.0,27.0,7.0,18.0,6.0,5.0,113.0,38.0,106.0,92.0,33.0,35.0,2089
25025051200,8.0,0.0,0.0,0.0,7.0,3.0,2.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,17.0,0.0,0.0,0.0,4.0,0.0,2.0,19.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,40.0,27.0,3.0,31.0,19.0,2.0,1.0,0.0,0.0,90.0,101.0,11.0,5.0,40.0,1.0,2.0,38.0,1.0,0.0,10.0,0.0,12.0,11.0,6.0,1.0,3.0,14.0,6.0,7.0,1.0,3.0,24.0,62.0,59.0,25.0,5.0,16.0,763
25025060101,4.0,0.0,0.0,1.0,20.0,1.0,1.0,0.0,1.0,0.0,8.0,12.0,2.0,0.0,2.0,19.0,1.0,1.0,0.0,11.0,2.0,2.0,16.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,0.0,35.0,30.0,1.0,42.0,56.0,2.0,0.0,0.0,0.0,67.0,81.0,3.0,3.0,68.0,0.0,1.0,25.0,1.0,0.0,2.0,1.0,11.0,13.0,3.0,0.0,0.0,23.0,10.0,5.0,3.0,1.0,20.0,131.0,54.0,21.0,3.0,14.0,851
25025060200,6.0,0.0,0.0,3.0,11.0,1.0,1.0,0.0,0.0,0.0,4.0,6.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,19.0,16.0,0.0,21.0,38.0,3.0,1.0,0.0,0.0,26.0,44.0,1.0,1.0,67.0,0.0,2.0,17.0,0.0,0.0,2.0,0.0,8.0,5.0,3.0,0.0,1.0,8.0,3.0,1.0,0.0,1.0,11.0,75.0,27.0,11.0,0.0,4.0,477
25025060301,3.0,0.0,0.0,1.0,14.0,2.0,1.0,0.0,0.0,0.0,4.0,8.0,1.0,0.0,2.0,9.0,1.0,0.0,0.0,8.0,1.0,2.0,20.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,50.0,18.0,2.0,48.0,37.0,8.0,2.0,0.0,0.0,69.0,91.0,2.0,3.0,120.0,0.0,0.0,29.0,1.0,0.0,3.0,0.0,12.0,9.0,3.0,0.0,1.0,24.0,4.0,2.0,0.0,2.0,21.0,125.0,51.0,10.0,4.0,2.0,844
25025060400,21.0,0.0,0.0,1.0,38.0,4.0,5.0,0.0,1.0,0.0,2.0,7.0,2.0,0.0,18.0,34.0,2.0,1.0,0.0,14.0,7.0,2.0,31.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,91.0,45.0,2.0,100.0,128.0,1.0,4.0,5.0,0.0,116.0,146.0,11.0,3.0,162.0,3.0,3.0,84.0,0.0,1.0,11.0,1.0,12.0,17.0,9.0,0.0,9.0,31.0,4.0,10.0,0.0,2.0,71.0,211.0,102.0,20.0,9.0,12.0,1650
25025060501,45.0,0.0,0.0,1.0,48.0,4.0,3.0,0.0,0.0,0.0,21.0,31.0,19.0,0.0,17.0,30.0,7.0,4.0,0.0,11.0,3.0,3.0,46.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,102.0,68.0,5.0,185.0,106.0,3.0,66.0,6.0,0.0,133.0,212.0,10.0,8.0,262.0,0.0,1.0,146.0,2.0,1.0,7.0,3.0,31.0,76.0,9.0,0.0,10.0,27.0,5.0,34.0,1.0,1.0,125.0,233.0,105.0,21.0,16.0,32.0,2372
25025060600,42.0,0.0,0.0,7.0,44.0,7.0,4.0,0.0,1.0,0.0,12.0,37.0,7.0,2.0,36.0,21.0,8.0,5.0,0.0,16.0,2.0,4.0,40.0,0.0,0.0,0.0,0.0,33.0,16.0,0.0,0.0,155.0,113.0,2.0,251.0,90.0,3.0,132.0,10.0,0.0,154.0,422.0,6.0,3.0,383.0,3.0,6.0,103.0,6.0,0.0,89.0,4.0,48.0,189.0,13.0,0.0,5.0,18.0,4.0,9.0,2.0,1.0,158.0,184.0,114.0,20.0,12.0,67.0,3123
